PC1,PC2,PC3
-267482.22860746476,-0.20532868093842668,-0.31686396628797747
-267478.2164834024,-0.20540496100470948,-0.315731048871225
-267472.1601139503,-0.2052698038603389,-0.3176961905056015
-267471.3434055215,-0.20186918715843444,-0.14664488537994996
-267469.8952508822,0.0418743754872133,0.799767589708559
-267455.58411684725,-0.20539816493194588,-0.3157582538291225
-267452.6213396841,0.5835596365149276,-0.3618272327286224
-267441.417232427,0.041945719775772446,0.7988113457573301
-267427.2574190877,-0.20377043039673834,-0.20227595451997815
-267426.9675052243,-0.20528037973248936,-0.3173959633033751
-267367.5620504325,-0.20526405042277474,-0.3174452132588984
-267362.1887461178,0.6060093163969538,-0.44921798466656987
-267339.35414701403,0.606083878175152,-0.45023957132404596
-267328.10973484605,0.6060632265720304,-0.4499002737458331
-267319.4915173543,-0.19018666656854236,-0.15518233552043684
-267318.27387962746,0.6060441493362874,-0.44958861060917765
-267314.329637953,0.6059451226880244,-0.4481219141079384
-267311.2565519134,0.6060277471527559,-0.44932526562950226
-267311.019670976,-0.3261019899966539,-0.18486547662762998
-267298.3624594219,-0.19867246006727413,-0.12438489198914883
-267277.37553038023,0.6882646067124465,0.48808265895987846
-267248.85013564304,-0.3260450966604098,-0.3605729933638718
-267245.1024697358,-0.32620999349427515,-0.35813972967617846
-267230.5530407555,0.5845656298749126,-0.42349849384034705
-267230.53536301863,0.5845715534728585,-0.42358541564530405
-267204.98052407027,0.6061222014087321,-0.4503713356803552
-267202.21078660054,0.6061031773999588,-0.45008311589549915
-267198.4129162103,0.6059551034871855,-0.447896708707583
-267193.96945725434,0.6060233585723351,-0.4488846740922827
-267189.6341851904,0.037770483248395825,0.8208549276983865
-267174.04106656724,-0.1917913763860863,-0.1702733057456106
-267173.87772493873,-0.19173664256230408,-0.1710764599721064
-267166.87453955784,0.6061048072927997,-0.4499937211105079
-267164.3848166455,0.6059919537588129,-0.4483286638510042
-267161.45951560506,-0.2109840014317877,-0.19769500082595548
-267158.37511603074,0.5955864356427877,-0.3912918298838546
-267131.70304819575,0.8452016666850539,0.5218519961771012
-267110.186495794,0.04556163462215824,0.7951346557123143
-267109.3436246591,0.5954415285734899,-0.38900685361647896
-267089.31411814236,0.8113271714612821,0.5360022134886312
-267083.4691731244,-0.19841550384513573,-0.14718430496065615
-267071.0919762051,0.8339162286861324,0.5378353296139236
-267066.62942531303,0.5696523913629032,-0.40756701629586156
-267056.3643559705,-0.20445353064687483,-0.16454195398127872
-267046.7363903101,0.5700939655607549,-0.40586688089431594
-267044.14767233474,0.807913224058192,0.5315960111766842
-267034.0911993715,0.03686432671951373,0.8049049408574013
-267027.24782037537,0.5954840833436466,-0.38936841185015586
-267019.8557259351,0.566410842893891,-0.5783895707778279
-267016.92264693993,0.8340722547691893,0.5357180646379895
-267013.92875683424,-0.20396458740831347,-0.15139828793689838
-266997.6221672597,0.04421690234627453,0.8013618286489461
-266973.59114326123,-0.19684958319070822,-0.12124717423452568
-266935.22565082565,0.813827727533252,0.5373155083832994
-266933.34191831655,-0.2005403002860703,-0.3153830706429725
-266929.63455752,0.570536980750888,-0.40297309761133154
-266916.5269191584,0.5697520607377007,-0.40854910575197256
-266915.471208659,-0.19431891157025852,-0.17325150792680577
-266909.5605029626,-0.3283612284531094,-0.23998277113632768
-266902.7751062881,-0.19432668410391957,-0.17309666302090687
-266899.7076774131,0.5701583834551055,-0.41006819253895443
-266898.63499623415,0.8137761294404555,0.5381904934597187
-266898.219924673,0.5664429590196742,-0.5784710453095985
-266891.1736052298,0.036924242786032256,0.8044835219475065
-266888.0920342438,0.8115080615722601,0.5339914742602851
-266885.41139220103,-0.3276948452882044,-0.240905189403573
-266879.92353672447,0.5697047275924547,-0.4077367037448658
-266872.639629856,0.5701832183491897,-0.4066190674010698
-266864.6479089679,0.5663269810512062,-0.5766604265109944
-266851.8132136139,0.5705679098360265,-0.4031776600293555
-266807.6091403172,-0.32829522291636987,-0.2406249872138934
-266776.94686880714,-0.19386992395788843,-0.1460421527787367
-266765.076667193,-0.3282500485063489,-0.2411518944887808
-266706.22982689907,-0.32842090422580844,-0.23845442519457904
-266691.88828694896,-0.32835087526416695,-0.23943669289181224
-266687.92353933235,0.569440628763674,-0.38394583237971086
-266676.591446203,0.5689140585259349,-0.38218329956332897
-266670.89004407293,-0.3284180895343782,-0.23838241593120085
-266665.020350599,-0.32834548527493873,-0.23942966784966732
-266658.2476817998,-0.32844386973118916,-0.23796332983344762
-266649.64360668504,0.5680563414961407,-0.3854363505322938
-266647.79735081905,-0.3282570434970106,-0.24067305695929916
-266640.9454860686,-0.3283288903383128,-0.23959612710327968
-266635.21297131403,-0.3283022530252252,-0.23996886836971926
-266633.74996752816,0.8080987496864318,0.53018805550328
-266622.63142032584,-0.19640695808763373,-0.13936524869043987
-266614.0987630704,-0.3283306086892833,-0.23948479556386412
-266608.4956487501,-0.32834733191222826,-0.23922127217051187
-266605.630452209,-0.32833436872920413,-0.239402426649743
-266603.0431482869,0.04548948617215287,0.7978205026800979
-266601.636005883,-0.3284165723997981,-0.23818258747744317
-266592.7250462285,-0.32827200612950597,-0.24027673200019284
-266590.0599607322,-0.32832609776144306,-0.23947393625871588
-266588.64504030347,0.5678978530011917,-0.396727714444431
-266569.94206588727,-0.328214741180601,-0.2410445081151256
-266560.0715620911,-0.6351508612239758,0.8237569184564127
-266558.64179225685,-0.19486409179744635,-0.1535481061246162
-266523.27796796313,0.04507329742492526,0.7954024830192602
-266513.8126365412,-0.19499645642131608,-0.15146077281710404
-266477.17531291296,-0.19503241627875598,-0.15081526037637605
-266459.7415952344,-0.19551222894990394,-0.14264916709992279
-266417.69278349116,-0.20726634694200008,-0.1965686580713822
-266408.9006178243,0.5757004374179455,-0.406541511323159
-266406.0516844521,0.04925892519394597,0.7964329059951386
-266394.5343294182,0.5559679984753907,-0.4590666089839294
-266391.908134823,0.5720188581187873,-0.5791185755358428
-266382.42583255173,0.049125061374905125,0.7984742512986146
-266380.8539344166,0.5719344688320646,-0.5778440027200694
-266352.0838807553,0.8198787442473204,0.550650652590323
-266342.7599705854,0.049156798580722826,0.7981354542039301
-266311.089365406,0.5550520645473583,-0.3884721579727024
-266279.15359426255,-0.0020777104601377777,0.8106959469451622
-266259.33975542965,0.8128143170546048,0.5384973758617823
-266254.7548749785,0.5679418524692865,-0.3865008781040816
-266230.7691060112,0.5718483108334053,-0.38557244493549264
-266227.6649068696,0.03999481793225159,0.7957954587003888
-266223.8239030187,0.5718077405193567,-0.3849544611806282
-266215.1526524912,-0.20782239997861798,-0.19791553877018642
-266171.7546810526,0.8242221423277378,0.5621569518955787
-266168.4235011931,0.8082212131208596,0.5298822290478877
-266160.2967225605,-0.16628494453246395,-0.14946478010828781
-266157.3396023022,0.5762104459023004,-0.40420019167668186
-266150.0585234374,-0.24522105750669296,-0.13475266506873343
-266133.4492922931,0.049206690210247164,0.7980741577569735
-266114.6876281281,-0.22070893724048607,-0.19925831678062836
-266106.70227149554,0.5761300714641934,-0.40285762310308765
-266085.40138676687,0.5752492205928181,-0.4069987644192259
-266083.8648438294,0.569401785965781,-0.391668055796548
-266078.1167726743,0.5757279483318274,-0.4058846055114701
-266062.5271896726,0.5720498389761102,-0.5785171195078794
-265992.0816761514,0.049237563742417056,0.7978810991354076
-265969.0200957438,-0.19649425094196507,-0.1223186134886363
-265945.0654390832,0.027196438688763255,0.8094595892458677
